id,source,score,target,accession,platformType,platform,pathway,cells,treatment,dose,effect,hours,sign,targets
IL13@Condition:lung fibroblast cell line@GSE56338.MicroArray.GPL10558,IL13,NA,IL13,GSE56338,MicroArray,GPL10558,NA,lung fibroblast cell line,IL13,NA,activating,NA,1,IL13
IL13@Condition:Macrophage&Duration:24h@GSE47538.MicroArray.GPL13497,IL13,NA,IL13,GSE47538,MicroArray,GPL13497,NA,Macrophage,IL13,NA,activating,24h,1,IL13
IL13@Condition:MCF10CA1a.pLKO-shSCR@GSE57677.MicroArray.HuGene-1_0-st-v1,IL13,3.336220670064694,IL13,GSE57677,MicroArray,HuGene-1_0-st-v1,NA,MCF10CA1a.pLKO-shSCR,IL13,NA,activating,NA,1,IL13
IL13@Condition:Monocyte&Duration:24h@GSE47538.MicroArray.GPL13497,IL13,NA,IL13,GSE47538,MicroArray,GPL13497,NA,Monocyte,IL13,NA,activating,24h,1,IL13
IL13@Condition:Monocyte&Duration:6h@GSE47538.MicroArray.GPL13497,IL13,NA,IL13,GSE47538,MicroArray,GPL13497,NA,Monocyte,IL13,NA,activating,6h,1,IL13
IL13@Condition:Normal lung fibroblast&Duration:24h@GSE47538.MicroArray.GPL13497,IL13,NA,IL13,GSE47538,MicroArray,GPL13497,NA,Normal lung fibroblast,IL13,NA,activating,24h,1,IL13
IL15@Condition:NK cells-peripheral blood@GSE22886.MicroArray.HG-U133A,IL15,1.69673982797985,IL15,GSE22886,MicroArray,HG-U133A,NA,NK cells-peripheral blood,IL15,NA,activating,NA,1,IL15
IL15@Condition:Sez-4@GSE8685.MicroArray.HG-U133_Plus_2,IL15,3.4044997027404977,IL15,GSE8685,MicroArray,HG-U133_Plus_2,NA,Sez-4,IL15,NA,activating,NA,1,IL15
IL18@Condition:Whole Blood&Duration:2h@GSE25742.MicroArray.GPL10558,IL18,-0.6281916728205289,IL18,GSE25742,MicroArray,GPL10558,NA,Whole Blood,IL18,NA,activating,2h,1,IL18
IL19@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL19,3.606987146620039,IL19,GSE7216,MicroArray,HG-U133_Plus_2,NA,NHEK,IL19,NA,activating,NA,1,IL19
IL1A@Condition:Calu-3 2B4&Duration:24h@GSE56678.MicroArray.GPL6480,IL1A,2.2953916388918096,IL1A,GSE56678,MicroArray,GPL6480,NA,Calu-3 2B4,IL1A,NA,activating,24h,1,IL1A
IL1A@Condition:Calu-3 2B4&Duration:3h@GSE56678.MicroArray.GPL6480,IL1A,2.1825807891550633,IL1A,GSE56678,MicroArray,GPL6480,NA,Calu-3 2B4,IL1A,NA,activating,3h,1,IL1A
IL1A@Condition:Calu-3 2B4&Duration:6h@GSE56678.MicroArray.GPL6480,IL1A,2.2200783607708656,IL1A,GSE56678,MicroArray,GPL6480,NA,Calu-3 2B4,IL1A,NA,activating,6h,1,IL1A
IL1A@Condition:HeLa&Duration:0.5h@GSE52465.MicroArray.GPL6480,IL1A,2.0526442303569943,IL1A,GSE52465,MicroArray,GPL6480,NA,HeLa,IL1A,NA,activating,0.5h,1,IL1A
IL1B@Condition:A549&Duration:6h@GSE120269.RNASeq.SRP162275_GRCh38,IL1B,3.307593707619719,IL1B,GSE120269,RNASeq,SRP162275_GRCh38,NA,A549,IL1B,NA,activating,6h,1,IL1B
IL1B@Condition:Decidualized human endometrial stromal cells&Duration:6 h@GSE58220.MicroArray.HuGene-2_0-st,IL1B,2.132832835967368,IL1B,GSE58220,MicroArray,HuGene-2_0-st,NA,Decidualized human endometrial stromal cells,IL1B,NA,activating,6 h,1,IL1B
IL1B@Condition:Endothelial cells@GSE96962.RNASeq.SRP102361_GRCh38,IL1B,2.2811217487337165,IL1B,GSE96962,RNASeq,SRP102361_GRCh38,NA,Endothelial cells,IL1B,NA,activating,NA,1,IL1B
IL1B@Condition:HAEC&Duration:4h@GSE89970.RNASeq.SRP093727_GRCh38,IL1B,2.672775623277259,IL1B,GSE89970,RNASeq,SRP093727_GRCh38,NA,HAEC,IL1B,NA,activating,4h,1,IL1B
IL1B@Condition:HPAECs_BET762&Duration:48h@GSE125508.MicroArray.Clariom_S_Human,IL1B,2.198722846160564,IL1B,GSE125508,MicroArray,Clariom_S_Human,NA,HPAECs,IL1B,NA,activating,48h,1,IL1B
IL1B@Condition:HPAECs_control&Duration:48h@GSE125508.MicroArray.Clariom_S_Human,IL1B,2.0539663103912793,IL1B,GSE125508,MicroArray,Clariom_S_Human,NA,HPAECs,IL1B,NA,activating,48h,1,IL1B
IL1B@Condition:hTERT-HMA/B Human Myometrial Cell Line@GSE134896.RNASeq.SRP216421_GRCh38,IL1B,1.9480434818887962,IL1B,GSE134896,RNASeq,SRP216421_GRCh38,NA,hTERT-HMA/B Human Myometrial Cell Line,IL1B,NA,activating,NA,1,IL1B
IL1B@Condition:Human Lung Fibroblasts&Duration:0.5h@GSE60880.MicroArray.HG-U133A_2,IL1B,2.740047629891859,IL1B,GSE60880,MicroArray,HG-U133A_2,NA,Human Lung Fibroblasts,IL1B,NA,activating,0.5h,1,IL1B
IL1B@Condition:Human Lung Fibroblasts&Duration:1.0h@GSE60880.MicroArray.HG-U133A_2,IL1B,2.6835038343356694,IL1B,GSE60880,MicroArray,HG-U133A_2,NA,Human Lung Fibroblasts,IL1B,NA,activating,1.0h,1,IL1B
IL1B@Condition:Human Lung Fibroblasts&Duration:2.0h@GSE60880.MicroArray.HG-U133A_2,IL1B,2.5897767966687257,IL1B,GSE60880,MicroArray,HG-U133A_2,NA,Human Lung Fibroblasts,IL1B,NA,activating,2.0h,1,IL1B
IL1B@Condition:Human Lung Fibroblasts&Duration:8.0h@GSE60880.MicroArray.HG-U133A_2,IL1B,2.2448137412950846,IL1B,GSE60880,MicroArray,HG-U133A_2,NA,Human Lung Fibroblasts,IL1B,NA,activating,8.0h,1,IL1B
IL1B@Condition:Human_Epithelial_A549@GSE101868.RNASeq.SRP113550_GRCh38,IL1B,2.6802109144979234,IL1B,GSE101868,RNASeq,SRP113550_GRCh38,NA,Human,IL1B,NA,activating,NA,1,IL1B
IL1B@Condition:Macrophage&Duration:24 h@GSE85346.MicroArray.GPL13497,IL1B,2.778775486823334,IL1B,GSE85346,MicroArray,GPL13497,NA,Macrophage,IL1B,NA,activating,24 h,1,IL1B
IL1B@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL1B,1.8158976159866498,IL1B,GSE7216,MicroArray,HG-U133_Plus_2,NA,NHEK,IL1B,NA,activating,NA,1,IL1B
IL1B@Condition:nontransformed primary fetal intestinal epithelial cell line@GSE62208.MicroArray.HuGene-2_0-st,IL1B,1.5538626175293389,IL1B,GSE62208,MicroArray,HuGene-2_0-st,NA,nontransformed primary fetal intestinal epithelial cell line,IL1B,NA,activating,NA,1,IL1B
IL1B@Condition:OE-E6/E7@GSE54608.MicroArray.GPL10558,IL1B,-0.33396081248585224,IL1B,GSE54608,MicroArray,GPL10558,NA,OE-E6/E7,IL1B,NA,activating,NA,1,IL1B
IL1B@Condition:Smooth muscle cells@GSE96962.RNASeq.SRP102361_GRCh38,IL1B,2.5909729640795347,IL1B,GSE96962,RNASeq,SRP102361_GRCh38,NA,Smooth muscle cells,IL1B,NA,activating,NA,1,IL1B
IL1B@Condition:vascular endothelial cells@GSE115311.RNASeq.SRP149723_GRCh38,IL1B,2.921192598893804,IL1B,GSE115311,RNASeq,SRP149723_GRCh38,NA,vascular endothelial cells,IL1B,NA,activating,NA,1,IL1B
IL1B@Condition:Whole Blood.healthy adult&Duration:6h@GSE103500.MicroArray.GPL10558,IL1B,1.1716365940912579,IL1B,GSE103500,MicroArray,GPL10558,NA,Whole Blood.healthy adult,IL1B,NA,activating,6h,1,IL1B
IL1B@Condition:Whole Blood&Duration:2h@GSE25742.MicroArray.GPL10558,IL1B,0.6510842060057114,IL1B,GSE25742,MicroArray,GPL10558,NA,Whole Blood,IL1B,NA,activating,2h,1,IL1B
IL2@Condition:B cells@GSE102460.RNASeq.SRP115151_GRCh38,IL2,NA,IL2,GSE102460,RNASeq,SRP115151_GRCh38,NA,B cells,IL2,NA,activating,NA,1,IL2
IL2@Condition:CD4+ T cell@GSE16993.MicroArray.GPL2507,IL2,-2.213339572658921,IL2,GSE16993,MicroArray,GPL2507,NA,CD4+ T cell,IL2,NA,activating,NA,1,IL2
IL2@Condition:CD45RA+&Duration:96h@GSE46903.MicroArray.GPL6947,IL2,3.15153205990154,IL2,GSE46903,MicroArray,GPL6947,NA,CD45RA+,IL2,NA,activating,96h,1,IL2
IL2@Condition:Kit225@GSE40618.MicroArray.HG-U133_Plus_2,IL2,3.1427216481862352,IL2,GSE40618,MicroArray,HG-U133_Plus_2,NA,Kit225,IL2,NA,activating,NA,1,IL2
IL2@Condition:NK cells-peripheral blood@GSE22886.MicroArray.HG-U133A,IL2,2.697908233107641,IL2,GSE22886,MicroArray,HG-U133A,NA,NK cells-peripheral blood,IL2,NA,activating,NA,1,IL2
IL2@Condition:Normal control PBMCs@GSE7345.MicroArray.HG-U133_Plus_2,IL2,3.334704001762511,IL2,GSE7345,MicroArray,HG-U133_Plus_2,NA,Normal control PBMCs,IL2,NA,activating,NA,1,IL2
IL2@Condition:PBMC-derived T lymphocytes@GSE13909.MicroArray.HG-U133_Plus_2,IL2,3.506994119855906,IL2,GSE13909,MicroArray,HG-U133_Plus_2,NA,PBMC-derived T lymphocytes,IL2,NA,activating,NA,1,IL2
IL2@Condition:primary T-cell activaiton in CD4+ and CD8+ subsets&Duration:24h@GSE7572.MicroArray.GPL887,IL2,-1.631214601752521,IL2,GSE7572,MicroArray,GPL887,NA,primary T-cell activaiton in CD4+ and CD8+ subsets,IL2,NA,activating,24h,1,IL2
IL2@Condition:primary T-cell activaiton in CD4+ and CD8+ subsets&Duration:48h@GSE7572.MicroArray.GPL887,IL2,1.907357858668326,IL2,GSE7572,MicroArray,GPL887,NA,primary T-cell activaiton in CD4+ and CD8+ subsets,IL2,NA,activating,48h,1,IL2
IL2@Condition:primary T-cell activaiton in CD4+ and CD8+ subsets&Duration:72h@GSE7572.MicroArray.GPL887,IL2,0.5987037254149791,IL2,GSE7572,MicroArray,GPL887,NA,primary T-cell activaiton in CD4+ and CD8+ subsets,IL2,NA,activating,72h,1,IL2
IL2@Condition:purified naive B cells from blood&Duration:4d-6h@GSE36975.MicroArray.GPL10558,IL2,2.8981488277820597,IL2,GSE36975,MicroArray,GPL10558,NA,purified naive B cells from blood,IL2,NA,activating,4d-6h,1,IL2
IL2@Condition:Sez-4@GSE8685.MicroArray.HG-U133_Plus_2,IL2,3.0926738549329302,IL2,GSE8685,MicroArray,HG-U133_Plus_2,NA,Sez-4,IL2,NA,activating,NA,1,IL2
IL2@Condition:spleen-derived T lymphocytes@GSE13909.MicroArray.HG-U133_Plus_2,IL2,2.3415892797143045,IL2,GSE13909,MicroArray,HG-U133_Plus_2,NA,spleen-derived T lymphocytes,IL2,NA,activating,NA,1,IL2
IL2@Condition:T CD4&Duration:24h@GSE7571.MicroArray.GPL887,IL2,0.4690815053457693,IL2,GSE7571,MicroArray,GPL887,NA,T CD4,IL2,NA,activating,24h,1,IL2
IL2@Condition:T CD4&Duration:72h@GSE7571.MicroArray.GPL887,IL2,0.07814661441718448,IL2,GSE7571,MicroArray,GPL887,NA,T CD4,IL2,NA,activating,72h,1,IL2
IL2@Condition:T CD8@GSE64713.RNASeq.SRP051736_GRCh38,IL2,5.48795777208684,IL2,GSE64713,RNASeq,SRP051736_GRCh38,NA,T CD8,IL2,NA,activating,NA,1,IL2
IL20@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL20,2.669037844997272,IL20,GSE7216,MicroArray,HG-U133_Plus_2,NA,NHEK,IL20,NA,activating,NA,1,IL20
IL21@Condition:B cell@GSE111475.MicroArray.GPL10558,IL21,2.737869720855288,IL21,GSE111475,MicroArray,GPL10558,NA,B cell,IL21,NA,activating,NA,1,IL21
IL21@Condition:Sez-4@GSE8685.MicroArray.HG-U133_Plus_2,IL21,2.2120828008760283,IL21,GSE8685,MicroArray,HG-U133_Plus_2,NA,Sez-4,IL21,NA,activating,NA,1,IL21
IL22@Condition:HaCaT@GSE72396.MicroArray.HuGene-2_0-st,IL22,-2.7726131221667,IL22,GSE72396,MicroArray,HuGene-2_0-st,NA,HaCaT,IL22,NA,activating,NA,1,IL22
IL22@Condition:human epidermal keratinocytes&Duration:24h@GSE53751.MicroArray.HG-U133_Plus_2,IL22,3.864512036714434,IL22,GSE53751,MicroArray,HG-U133_Plus_2,NA,human epidermal keratinocytes,IL22,NA,activating,24h,1,IL22
IL22@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL22,4.307660083185952,IL22,GSE7216,MicroArray,HG-U133_Plus_2,NA,NHEK,IL22,NA,activating,NA,1,IL22
IL24@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL24,4.901792296719275,IL24,GSE7216,MicroArray,HG-U133_Plus_2,NA,NHEK,IL24,NA,activating,NA,1,IL24
IL26@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL26,1.3115650014588787,IL26,GSE7216,MicroArray,HG-U133_Plus_2,NA,NHEK,IL26,NA,activating,NA,1,IL26
IL27@Condition:CD14+ monocyte with MCSF@GSE44955.MicroArray.HuGene-1_0-st-v1,IL27,NA,IL27,GSE44955,MicroArray,HuGene-1_0-st-v1,NA,CD14+ monocyte with MCSF,IL27,NA,activating,NA,1,IL27
IL27@Condition:Hep3B@E-MTAB-4570.MicroArray.HTA-2_0,IL27,5.164170743839075,IL27,E-MTAB-4570,MicroArray,HTA-2_0,NA,Hep3B,IL27,NA,activating,NA,1,IL27
IL27@Condition:HepG2@E-MTAB-4570.MicroArray.HTA-2_0,IL27,4.643670762573154,IL27,E-MTAB-4570,MicroArray,HTA-2_0,NA,HepG2,IL27,NA,activating,NA,1,IL27
IL27@Condition:HuH-7@E-MTAB-4570.MicroArray.HTA-2_0,IL27,5.010593070934125,IL27,E-MTAB-4570,MicroArray,HTA-2_0,NA,HuH-7,IL27,NA,activating,NA,1,IL27
IL27@Condition:Monocyte derived immature DCs@GSE44732.MicroArray.HuGene-1_0-st-v1,IL27,NA,IL27,GSE44732,MicroArray,HuGene-1_0-st-v1,NA,Monocyte derived immature DCs,IL27,NA,activating,NA,1,IL27
IL3@Condition:iPSC-derived monocytes@GSE89795.MicroArray.GPL10558,IL3,NA,IL3,GSE89795,MicroArray,GPL10558,NA,iPSC-derived monocytes,IL3,NA,activating,NA,1,IL3
IL3@Condition:Primary AML MNCs&Duration:16h@GSE51402.MicroArray.HuGene-1_0-st-v1,IL3,3.3877126975149383,IL3,GSE51402,MicroArray,HuGene-1_0-st-v1,NA,Primary AML MNCs,IL3,NA,activating,16h,1,IL3
IL3@Condition:Primary AML MNCs&Duration:6h@GSE51402.MicroArray.HuGene-1_0-st-v1,IL3,4.219517676661134,IL3,GSE51402,MicroArray,HuGene-1_0-st-v1,NA,Primary AML MNCs,IL3,NA,activating,6h,1,IL3
IL3@Condition:whole blood cells&Duration:24h@GSE110041.RNASeq.SRP132018_GRCh38,IL3,2.023305034658675,IL3,GSE110041,RNASeq,SRP132018_GRCh38,NA,whole blood cells,IL3,NA,activating,24h,1,IL3
IL3@Condition:whole blood cells&Duration:6h@GSE110041.RNASeq.SRP132018_GRCh38,IL3,2.284294842316988,IL3,GSE110041,RNASeq,SRP132018_GRCh38,NA,whole blood cells,IL3,NA,activating,6h,1,IL3
"IL33@Condition:ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)&Duration:24h@GSE45458.MicroArray.GPL13497",IL33,0.6416269452341572,IL33,GSE45458,MicroArray,GPL13497,NA,"ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)",IL33,NA,activating,24h,1,IL33
"IL33@Condition:ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)&Duration:6h@GSE45458.MicroArray.GPL13497",IL33,0.4940965050827491,IL33,GSE45458,MicroArray,GPL13497,NA,"ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)",IL33,NA,activating,6h,1,IL33
IL33@Condition:Whole Blood&Duration:2h@GSE25742.MicroArray.GPL10558,IL33,-0.09714013083680365,IL33,GSE25742,MicroArray,GPL10558,NA,Whole Blood,IL33,NA,activating,2h,1,IL33
IL36G@Condition:keratinocytes@GSE96601.RNASeq.SRP101868_GRCh38,IL36G,1.1612186183434843,IL36G,GSE96601,RNASeq,SRP101868_GRCh38,NA,keratinocytes,IL36G,NA,activating,NA,1,IL36G
IL4@Condition:CD4+ T cells&Duration:0.5h@GSE17974.MicroArray.HG-U133_Plus_2,IL4,-0.23875070635507323,IL4,GSE17974,MicroArray,HG-U133_Plus_2,NA,CD4+ T cells,IL4,NA,activating,0.5h,1,IL4
IL4@Condition:CD4+ T cells&Duration:12h@GSE17974.MicroArray.HG-U133_Plus_2,IL4,-0.04284153022040288,IL4,GSE17974,MicroArray,HG-U133_Plus_2,NA,CD4+ T cells,IL4,NA,activating,12h,1,IL4
IL4@Condition:CD4+ T cells&Duration:1h@GSE17974.MicroArray.HG-U133_Plus_2,IL4,1.0534723517842786,IL4,GSE17974,MicroArray,HG-U133_Plus_2,NA,CD4+ T cells,IL4,NA,activating,1h,1,IL4
IL4@Condition:CD4+ T cells&Duration:24h@GSE17974.MicroArray.HG-U133_Plus_2,IL4,-0.17101544544896213,IL4,GSE17974,MicroArray,HG-U133_Plus_2,NA,CD4+ T cells,IL4,NA,activating,24h,1,IL4
IL4@Condition:CD4+ T cells&Duration:2h@GSE17974.MicroArray.HG-U133_Plus_2,IL4,-0.35034631706578606,IL4,GSE17974,MicroArray,HG-U133_Plus_2,NA,CD4+ T cells,IL4,NA,activating,2h,1,IL4
IL4@Condition:CD4+ T cells&Duration:48h@GSE17974.MicroArray.HG-U133_Plus_2,IL4,-1.7181313154235607,IL4,GSE17974,MicroArray,HG-U133_Plus_2,NA,CD4+ T cells,IL4,NA,activating,48h,1,IL4
IL4@Condition:CD4+ T cells&Duration:4h@GSE17974.MicroArray.HG-U133_Plus_2,IL4,1.3862887523650917,IL4,GSE17974,MicroArray,HG-U133_Plus_2,NA,CD4+ T cells,IL4,NA,activating,4h,1,IL4
IL4@Condition:CD4+ T cells&Duration:6h@GSE17974.MicroArray.HG-U133_Plus_2,IL4,-0.27800500510886245,IL4,GSE17974,MicroArray,HG-U133_Plus_2,NA,CD4+ T cells,IL4,NA,activating,6h,1,IL4
IL4@Condition:CD4+ T cells&Duration:72h@GSE17974.MicroArray.HG-U133_Plus_2,IL4,-1.4340064068468565,IL4,GSE17974,MicroArray,HG-U133_Plus_2,NA,CD4+ T cells,IL4,NA,activating,72h,1,IL4
IL4@Condition:CD4+ Th cell&Duration:12h@GSE32959.MicroArray.HG-U133_Plus_2,IL4,0.13861615555856507,IL4,GSE32959,MicroArray,HG-U133_Plus_2,NA,CD4+ Th cell,IL4,NA,activating,12h,1,IL4
IL4@Condition:CD4+ Th cell&Duration:24h@GSE32959.MicroArray.HG-U133_Plus_2,IL4,0.08386370250376746,IL4,GSE32959,MicroArray,HG-U133_Plus_2,NA,CD4+ Th cell,IL4,NA,activating,24h,1,IL4
IL4@Condition:CD4+ Th cell&Duration:48h@GSE32959.MicroArray.HG-U133_Plus_2,IL4,-1.714137475418634,IL4,GSE32959,MicroArray,HG-U133_Plus_2,NA,CD4+ Th cell,IL4,NA,activating,48h,1,IL4
IL4@Condition:CD4+ Th cell&Duration:72h@GSE32959.MicroArray.HG-U133_Plus_2,IL4,-1.4757914242288146,IL4,GSE32959,MicroArray,HG-U133_Plus_2,NA,CD4+ Th cell,IL4,NA,activating,72h,1,IL4
IL4@Condition:Fibroblast.IMR90&Duration:24h@GSE47542.MicroArray.GPL6480,IL4,0.9861291677667623,IL4,GSE47542,MicroArray,GPL6480,NA,Fibroblast.IMR90,IL4,NA,activating,24h,1,IL4
IL4@Condition:GMCSF Macrophage&Duration:2d@GSE61298.MicroArray.PrimeView,IL4,3.410256000455499,IL4,GSE61298,MicroArray,PrimeView,NA,GMCSF Macrophage,IL4,NA,activating,2d,1,IL4
IL4@Condition:HNEC@GSE19182.MicroArray.HuGene-1_0-st-v1,IL4,0.7232525667398382,IL4,GSE19182,MicroArray,HuGene-1_0-st-v1,NA,HNEC,IL4,NA,activating,NA,1,IL4
IL4@Condition:human epidermal keratinocytes&Duration:24h@GSE53751.MicroArray.HG-U133_Plus_2,IL4,3.3550485881106566,IL4,GSE53751,MicroArray,HG-U133_Plus_2,NA,human epidermal keratinocytes,IL4,NA,activating,24h,1,IL4
IL4@Condition:Macrophage@GSE123603.RNASeq.SRP173264_GRCh38,IL4,6.722072111071934,IL4,GSE123603,RNASeq,SRP173264_GRCh38,NA,Macrophage,IL4,NA,activating,NA,1,IL4
IL4@Condition:Macrophage@GSE49240.MicroArray.GPL10558,IL4,3.852758551448186,IL4,GSE49240,MicroArray,GPL10558,NA,Macrophage,IL4,NA,activating,NA,1,IL4
IL4@Condition:Macrophage@GSE5099.MicroArray.HG-U133A,IL4,4.36089685679406,IL4,GSE5099,MicroArray,HG-U133A,NA,Macrophage,IL4,NA,activating,NA,1,IL4
IL4@Condition:Macrophage&Duration:12h@GSE57614.MicroArray.GPL6480,IL4,-0.04733848625949007,IL4,GSE57614,MicroArray,GPL6480,NA,Macrophage,IL4,NA,activating,12h,1,IL4
IL4@Condition:Macrophage&Duration:18h@GSE36537.MicroArray.GPL6480,IL4,3.600353979729515,IL4,GSE36537,MicroArray,GPL6480,NA,Macrophage,IL4,NA,activating,18h,1,IL4
IL4@Condition:Macrophage&Duration:24 h@GSE85346.MicroArray.GPL13497,IL4,1.5934595429596,IL4,GSE85346,MicroArray,GPL13497,NA,Macrophage,IL4,NA,activating,24 h,1,IL4
IL4@Condition:Macrophage&Duration:24h@GSE47538.MicroArray.GPL13497,IL4,4.245581741408931,IL4,GSE47538,MicroArray,GPL13497,NA,Macrophage,IL4,NA,activating,24h,1,IL4
IL4@Condition:Macrophage&Duration:24h@GSE57614.MicroArray.GPL6480,IL4,0.058521793165176604,IL4,GSE57614,MicroArray,GPL6480,NA,Macrophage,IL4,NA,activating,24h,1,IL4
IL4@Condition:Macrophage&Duration:6h@GSE57614.MicroArray.GPL6480,IL4,1.0541065243803556,IL4,GSE57614,MicroArray,GPL6480,NA,Macrophage,IL4,NA,activating,6h,1,IL4
IL4@Condition:MCSF Macrophage&Duration:2d@GSE61298.MicroArray.PrimeView,IL4,3.8241500777883948,IL4,GSE61298,MicroArray,PrimeView,NA,MCSF Macrophage,IL4,NA,activating,2d,1,IL4
IL4@Condition:monocyte derived macrophage@GSE120084.RNASeq.SRP161956_GRCh38,IL4,4.554228624298582,IL4,GSE120084,RNASeq,SRP161956_GRCh38,NA,monocyte derived macrophage,IL4,NA,activating,NA,1,IL4
IL4@Condition:monocyte-derived dendritic cell@E-MEXP-2000.MicroArray.HG-U133A,IL4,0.8173837992450962,IL4,E-MEXP-2000,MicroArray,HG-U133A,NA,monocyte-derived dendritic cell,IL4,NA,activating,NA,1,IL4
IL4@Condition:Monocyte&Duration:18h@GSE36537.MicroArray.GPL6480,IL4,0.38016615830165107,IL4,GSE36537,MicroArray,GPL6480,NA,Monocyte,IL4,NA,activating,18h,1,IL4
IL4@Condition:Monocyte&Duration:24h@GSE47538.MicroArray.GPL13497,IL4,0.3677101687010135,IL4,GSE47538,MicroArray,GPL13497,NA,Monocyte,IL4,NA,activating,24h,1,IL4
IL4@Condition:Monocyte&Duration:6h@GSE36537.MicroArray.GPL6480,IL4,4.253366351820837,IL4,GSE36537,MicroArray,GPL6480,NA,Monocyte,IL4,NA,activating,6h,1,IL4
IL4@Condition:Monocyte&Duration:6h@GSE47538.MicroArray.GPL13497,IL4,2.3516283853823605,IL4,GSE47538,MicroArray,GPL13497,NA,Monocyte,IL4,NA,activating,6h,1,IL4
IL4@Condition:Monocytes@GSE83957.MicroArray.GPL10558,IL4,2.652472978293245,IL4,GSE83957,MicroArray,GPL10558,NA,Monocytes,IL4,NA,activating,NA,1,IL4
IL4@Condition:Normal lung fibroblast&Duration:24h@GSE47538.MicroArray.GPL13497,IL4,1.4765612849764596,IL4,GSE47538,MicroArray,GPL13497,NA,Normal lung fibroblast,IL4,NA,activating,24h,1,IL4
IL4@Condition:primary bronchial epithelial cells&Duration:12h@GSE78914.MicroArray.HG-U133_Plus_2,IL4,3.113517405844177,IL4,GSE78914,MicroArray,HG-U133_Plus_2,NA,primary bronchial epithelial cells,IL4,NA,activating,12h,1,IL4
IL4@Condition:primary bronchial epithelial cells&Duration:24h@GSE78914.MicroArray.HG-U133_Plus_2,IL4,3.1886620423522585,IL4,GSE78914,MicroArray,HG-U133_Plus_2,NA,primary bronchial epithelial cells,IL4,NA,activating,24h,1,IL4
IL4@Condition:primary bronchial epithelial cells&Duration:6h@GSE78914.MicroArray.HG-U133_Plus_2,IL4,4.555760929083813,IL4,GSE78914,MicroArray,HG-U133_Plus_2,NA,primary bronchial epithelial cells,IL4,NA,activating,6h,1,IL4
IL4@Condition:primary bronchial epithelial cells&Duration:72h@GSE78914.MicroArray.HG-U133_Plus_2,IL4,2.7773003368856175,IL4,GSE78914,MicroArray,HG-U133_Plus_2,NA,primary bronchial epithelial cells,IL4,NA,activating,72h,1,IL4
IL6@Condition:BT-483&Duration:4d@GSE54329.MicroArray.HG-U219,IL6,-0.07185917932800837,IL6,GSE54329,MicroArray,HG-U219,NA,BT-483,IL6,NA,activating,4d,1,IL6
IL6@Condition:BT-483&Duration:5d@GSE54329.MicroArray.HG-U219,IL6,-1.1492419048799836,IL6,GSE54329,MicroArray,HG-U219,NA,BT-483,IL6,NA,activating,5d,1,IL6
IL6@Condition:BT-483&Duration:6d@GSE54329.MicroArray.HG-U219,IL6,-1.099028499094598,IL6,GSE54329,MicroArray,HG-U219,NA,BT-483,IL6,NA,activating,6d,1,IL6
IL6@Condition:BT474&Duration:4d@GSE54329.MicroArray.HG-U219,IL6,-0.8219317682532403,IL6,GSE54329,MicroArray,HG-U219,NA,BT474,IL6,NA,activating,4d,1,IL6
IL6@Condition:BT474&Duration:5d@GSE54329.MicroArray.HG-U219,IL6,-0.846826969402572,IL6,GSE54329,MicroArray,HG-U219,NA,BT474,IL6,NA,activating,5d,1,IL6
IL6@Condition:BT474&Duration:6d@GSE54329.MicroArray.HG-U219,IL6,-1.0946412034834798,IL6,GSE54329,MicroArray,HG-U219,NA,BT474,IL6,NA,activating,6d,1,IL6
IL6@Condition:EFM-19&Duration:4d@GSE54329.MicroArray.HG-U219,IL6,-0.8169906817723056,IL6,GSE54329,MicroArray,HG-U219,NA,EFM-19,IL6,NA,activating,4d,1,IL6
IL6@Condition:EFM-19&Duration:5d@GSE54329.MicroArray.HG-U219,IL6,0.1716852201017935,IL6,GSE54329,MicroArray,HG-U219,NA,EFM-19,IL6,NA,activating,5d,1,IL6
IL6@Condition:EFM-19&Duration:6d@GSE54329.MicroArray.HG-U219,IL6,-0.8280497662412175,IL6,GSE54329,MicroArray,HG-U219,NA,EFM-19,IL6,NA,activating,6d,1,IL6
IL6@Condition:HCC1428&Duration:4d@GSE54329.MicroArray.HG-U219,IL6,-1.0736586843792544,IL6,GSE54329,MicroArray,HG-U219,NA,HCC1428,IL6,NA,activating,4d,1,IL6
IL6@Condition:HCC1428&Duration:5d@GSE54329.MicroArray.HG-U219,IL6,-1.060665094028654,IL6,GSE54329,MicroArray,HG-U219,NA,HCC1428,IL6,NA,activating,5d,1,IL6
IL6@Condition:HCC1428&Duration:6d@GSE54329.MicroArray.HG-U219,IL6,-0.44887991543688033,IL6,GSE54329,MicroArray,HG-U219,NA,HCC1428,IL6,NA,activating,6d,1,IL6
