id,ligand,sign,score_original,level_original,snapshot_original,figure_target_mapped,score_updated,level_updated,snapshot_updated,performance_original,performance_updated,performance_delta,level_delta,comparison_status
TGFB1&Dose:5ng/ml@Condition:MCF10A1 (M1)&Duration:1h@GSE34270.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Dose:5ng/ml@Condition:MCF10A1 (M1)&Duration:6h@GSE34270.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Dose:5ng/ml@Condition:MCF10AT1k.cl2 (M2)&Duration:1h@GSE34270.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Dose:5ng/ml@Condition:MCF10AT1k.cl2 (M2)&Duration:6h@GSE34270.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Dose:5ng/ml@Condition:MCF10Ca1a.cl1 (M4)&Duration:1h@GSE34270.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Dose:5ng/ml@Condition:MCF10Ca1a.cl1 (M4)&Duration:6h@GSE34270.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Dose:5ng/ml@Condition:MCF10Ca1h (M3)&Duration:1h@GSE34270.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Dose:5ng/ml@Condition:MCF10Ca1h (M3)&Duration:6h@GSE34270.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA@Condition:A549 nonsmall lung cancer cell line@GSE34329.RNASeq.SRP009790_GRCh38,TNF,1,-0.37799884526161254,1,original,TRUE,-0.3931017810869717,1,updated,-0.37799884526161254,-0.3931017810869717,-0.015102935825359154,0,shared
IFNA&Dose:1000 IU/ml@Condition:HTLV-1-infected CD4+ T cells&Duration:48h@GSE34572.MicroArray.GPL6244,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
FGF7&Dose:10 ng/ml_Duration:24h@Condition:skin SCC@GSE34652.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1@Condition:HFL1 fibroblast@GSE34815.MicroArray.GPL13607,TGFB1,1,0.1955749384644866,1,original,TRUE,0.7024833251294366,1,updated,0.1955749384644866,0.7024833251294366,0.50690838666495,0,shared
IFNA&Dose:1000 IU/ml@Condition:HTLV-1-infected CD4+ T cells&Duration:6h@GSE34870.MicroArray.GPL6480,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNB&Dose:1000 IU/ml@Condition:HTLV-1-infected CD4+ T cells&Duration:6h@GSE34870.MicroArray.GPL6480,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNB&Dose:500U/mL@Condition:A549@GSE35267.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
CCL28@Condition:HSPC&Duration:18h@GSE35374.MicroArray.HG-U133_Plus_2,CCL28,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IFNB@Condition:memory T-cells@GSE35601.MicroArray.HuGene-1_0-st-v1,IFNA1,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IL10@Condition:Monocytes&Duration:1h@GSE35683.MicroArray.HG-U133_Plus_2,IL10,1,4.669177695125503,1,original,TRUE,6.548177981346437,1,updated,4.669177695125503,6.548177981346437,1.8790002862209336,0,shared
IL10@Condition:Polymorphonuclear cells&Duration:1h@GSE35683.MicroArray.HG-U133_Plus_2,IL10,1,1.627365647101077,1,original,TRUE,1.614385169202039,1,updated,1.627365647101077,1.614385169202039,-0.01298047789903789,0,shared
LIF&Duration:1h@Condition:MCF7@GSE35696.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:5 ng/ml@Condition:Ect1&Duration:10h@GSE35830.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL17A@Condition:primary keratinocytes@GSE36287.MicroArray.HG-U133_Plus_2,IL17A,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IFNG@Condition:Retinal pigment epithelial (RPE) cells&Duration:48h@GSE36331.MicroArray.GPL6244,IFNG,1,2.2861105610868067,2,original,TRUE,2.6603025121911728,3,updated,2.2861105610868067,2.6603025121911728,0.3741919511043661,1,shared
TNFA@Condition:Retinal pigment epithelial (RPE) cells&Duration:48h@GSE36331.MicroArray.GPL6244,TNF,1,0.4170903627041927,1,original,TRUE,0.4009931415116265,1,updated,0.4170903627041927,0.4009931415116265,-0.01609722119256618,0,shared
IFNG@Condition:Macrophage&Duration:18h@GSE36537.MicroArray.GPL6480,IFNG,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IL4@Condition:Macrophage&Duration:18h@GSE36537.MicroArray.GPL6480,IL4,1,3.600353979729515,2,original,TRUE,-0.06163917049760601,2,updated,3.600353979729515,-0.06163917049760601,-3.661993150227121,0,shared
IFNG@Condition:Monocyte&Duration:18h@GSE36537.MicroArray.GPL6480,IFNG,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IL4@Condition:Monocyte&Duration:18h@GSE36537.MicroArray.GPL6480,IL4,1,0.38016615830165107,2,original,TRUE,-0.17176412448420594,2,updated,0.38016615830165107,-0.17176412448420594,-0.551930282785857,0,shared
IFNG@Condition:Monocyte&Duration:6h@GSE36537.MicroArray.GPL6480,IFNG,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IL4@Condition:Monocyte&Duration:6h@GSE36537.MicroArray.GPL6480,IL4,1,4.253366351820837,2,original,TRUE,1.8050175750173298,2,updated,4.253366351820837,1.8050175750173298,-2.448348776803507,0,shared
IL2@Condition:purified naive B cells from blood&Duration:4d-6h@GSE36975.MicroArray.GPL10558,IL2,1,2.8981488277820597,2,original,TRUE,1.517798324420408,3,updated,2.8981488277820597,1.517798324420408,-1.3803505033616517,1,shared
TNFA&Duration:20min@Condition:MCF7@GSE37139.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Duration:90min@Condition:MCF7@GSE37139.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
CXCL12@Condition:Ex Vivo expanded HSPC@GSE37334.MicroArray.GPL13252,CXCL12,1,-0.9228583594449911,2,original,TRUE,-0.8286504922107994,3,updated,-0.9228583594449911,-0.8286504922107994,0.09420786723419161,1,shared
MCSF@Condition:monocyte@GSE37356.MicroArray.GPL10558,CSF1,1,-0.2574891522309065,2,original,TRUE,-2.9420751718719713,3,updated,-0.2574891522309065,-2.9420751718719713,-2.6845860196410647,1,shared
IL17A&Dose:100 ng/ml@Condition:THP1@GSE37659.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL13@Condition:Epithelial&Duration:21d@GSE37693.MicroArray.GPL6947,IL13,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IFNA&Duration:6h@Condition:human hepatocytes from human hepatocyte chimeric mouse liver@GSE37715.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:10^5 IU/ml_Duration:2h@Condition:Fibroblast@GSE38652.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:10^5 IU/ml_Duration:8h@Condition:Fibroblast@GSE38652.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL1B&Dose:20ng/ml_Duration:2h@Condition:Fibroblast@GSE38652.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL1B&Dose:20ng/ml_Duration:8h@Condition:Fibroblast@GSE38652.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA@Condition:liver biopsy@GSE38663.MicroArray.HG-U133_Plus_2,IFNA1,1,4.450936157994062,1,original,TRUE,NA,NA,updated,4.450936157994062,NA,NA,NA,original_only
TRAIL&Dose:1000 ng/mL_Duration:12w@Condition:T cell leukemia / lymphoma line@GSE38745.MicroArray.GPL6104,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA@Condition:Endothelial@GSE3920.MicroArray.GPL96,IFNA1,1,8.84969370798571,1,original,TRUE,NA,NA,updated,8.84969370798571,NA,NA,NA,original_only
IFNB@Condition:Endothelial@GSE3920.MicroArray.GPL96,IFNA1,1,7.826159980093176,1,original,TRUE,NA,NA,updated,7.826159980093176,NA,NA,NA,original_only
IFNG@Condition:Endothelial@GSE3920.MicroArray.GPL96,IFNG,1,3.531571259605197,2,original,TRUE,3.1324620159734096,3,updated,3.531571259605197,3.1324620159734096,-0.39910924363178735,1,shared
IFNA@Condition:Fibroblast@GSE3920.MicroArray.GPL96,IFNA1,1,4.254768669236229,1,original,TRUE,NA,NA,updated,4.254768669236229,NA,NA,NA,original_only
IFNG@Condition:Fibroblast@GSE3920.MicroArray.GPL96,IFNG,1,2.4464301961292594,2,original,TRUE,0.6223125357359579,3,updated,2.4464301961292594,0.6223125357359579,-1.8241176603933016,1,shared
Activin A&Dose:100 ng/ml_Duration:5d@Condition:hES-H9@GSE39210.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BMP4&Dose:50 ng/ml_Duration:5d@Condition:hES-H9@GSE39210.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
Activin A&Dose:100 ng/ml_Duration:5d@Condition:hiPS-HUVhiPS4F1@GSE39210.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BMP4&Dose:50 ng/ml_Duration:5d@Condition:hiPS-HUVhiPS4F1@GSE39210.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
Activin A&Dose:100 ng/ml_Duration:5d@Condition:hiPS-HUVhiPS4F3@GSE39210.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BMP4&Dose:50 ng/ml_Duration:5d@Condition:hiPS-HUVhiPS4F3@GSE39210.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL6@Condition:Myeloma.CMA03@GSE39685.MicroArray.HuGene-1_0-st-v1,IL6,1,-0.09388025388854392,2,original,TRUE,2.3612692337128434,3,updated,-0.09388025388854392,2.3612692337128434,2.4551494876013873,1,shared
CXCL12&Duration:12h@Condition:SW480 Colon cancer@GSE40017.MicroArray.GPL6883,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
CXCL12&Duration:3h@Condition:SW480 Colon cancer@GSE40017.MicroArray.GPL6883,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BMP6&Dose:50 ng/ml@Condition:HepG2@GSE40069.RNASeq.SRP014790_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Dose:5ng/mL of_Duration:48h@Condition:normal ovarian fibroblasts cells@GSE40266.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB2&Dose:5ng/mL of_Duration:48h@Condition:normal ovarian fibroblasts cells@GSE40266.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Dose:5ng/ml@Condition:M-BE&Duration:6d@GSE40374.MicroArray.GPL6480,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL2@Condition:Kit225@GSE40618.MicroArray.HG-U133_Plus_2,IL2,1,3.1427216481862352,2,original,TRUE,2.093767700429572,3,updated,3.1427216481862352,2.093767700429572,-1.0489539477566634,1,shared
PDGFB&Dose:20ng/mL_Duration:24h@Condition:newborn foreskin fibroblasts immortalized with hTERT@GSE40720.MicroArray.GPL6947,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
Activin A&Dose:50ng/ml_Duration:48h@Condition:H1 hESC@GSE41009.RNASeq.SRP015819_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL21&Duration:7d@Condition:CD138+ Plasma cells after 7 days of IL6+IFNA@GSE41208.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:1000 u/ml@Condition:HSG&Duration:12h@GSE41291.MicroArray.GPL6947,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNG&Dose:50 ng/ml@Condition:HSG&Duration:12h@GSE41291.MicroArray.GPL6947,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:1000 u/ml@Condition:HSG&Duration:24h@GSE41291.MicroArray.GPL6947,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNG&Dose:50 ng/ml@Condition:HSG&Duration:24h@GSE41291.MicroArray.GPL6947,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:1000 u/ml@Condition:HSG&Duration:48h@GSE41291.MicroArray.GPL6947,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNG&Dose:50 ng/ml@Condition:HSG&Duration:48h@GSE41291.MicroArray.GPL6947,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:1000 u/ml@Condition:HSG&Duration:4h@GSE41291.MicroArray.GPL6947,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNG&Dose:50 ng/ml@Condition:HSG&Duration:4h@GSE41291.MicroArray.GPL6947,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
GDNF@Condition:MCF7 aromatase expressing cells (MCF7/Aro)&Duration:6d@GSE41405.MicroArray.GPL6244,GDNF,1,1.3092147949567303,2,original,TRUE,1.3707478378639295,2,updated,1.3092147949567303,1.3707478378639295,0.06153304290719919,0,shared
TWEAK@Condition:U2OS&Duration:15m@GSE41828.MicroArray.HG-U133_Plus_2,TNFSF12,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TWEAK@Condition:U2OS&Duration:1h@GSE41828.MicroArray.HG-U133_Plus_2,TNFSF12,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TWEAK@Condition:U2OS&Duration:24h@GSE41828.MicroArray.HG-U133_Plus_2,TNFSF12,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TWEAK@Condition:U2OS&Duration:4h@GSE41828.MicroArray.HG-U133_Plus_2,TNFSF12,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TWEAK@Condition:U2OS&Duration:8h@GSE41828.MicroArray.HG-U133_Plus_2,TNFSF12,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TNFA&Duration:14d@Condition:annulus cells@GSE41883.MicroArray.U133_X3P,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
GMCSF@Condition:Monocyte@GSE41889.MicroArray.HG-U133_Plus_2,CSF2,1,-5.306634870211219,3,original,TRUE,-4.69791591563036,3,updated,-5.306634870211219,-4.69791591563036,0.6087189545808593,0,shared
IFNA@Condition:Fibroblast@GSE41960.MicroArray.PrimeView,IFNA1,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TWEAK@Condition:MDA-MB-436&Duration:1h@GSE42045.MicroArray.HG-U133_Plus_2,TNFSF12,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TWEAK@Condition:MDA-MB-436&Duration:24h@GSE42045.MicroArray.HG-U133_Plus_2,TNFSF12,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TWEAK@Condition:MDA-MB-436&Duration:25h@GSE42045.MicroArray.HG-U133_Plus_2,TNFSF12,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TWEAK@Condition:MDA-MB-436&Duration:4h@GSE42045.MicroArray.HG-U133_Plus_2,TNFSF12,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TWEAK@Condition:MDA-MB-436&Duration:8h@GSE42045.MicroArray.HG-U133_Plus_2,TNFSF12,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TWEAK&Dose:100 ng/ml@Condition:Kidney.Adeno.ACHN&Duration:24h@GSE42046.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TWEAK&Dose:100 ng/ml@Condition:Kidney.Adeno.ACHN&Duration:4h@GSE42046.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TWEAK&Dose:100 ng/ml@Condition:Kidney.Adeno.ACHN&Duration:8h@GSE42046.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
WNT3A&Dose:150ng/ml@Condition:CHRF 288-11 cells&Duration:8h@GSE42071.MicroArray.GPL6884,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
WNT5A&Dose:1200ng/ml@Condition:CHRF 288-11 cells&Duration:8h@GSE42071.MicroArray.GPL6884,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
NO&Duration:24h@Condition:leukemia cell U937@GSE42344.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
NO&Duration:4h@Condition:leukemia cell U937@GSE42344.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
NO&Duration:90min@Condition:leukemia cell U937@GSE42344.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL13@Condition:AT CC16Lu&Duration:24 h@GSE43515.MicroArray.HG-U133A_2,IL13,1,-0.9522880637345,2,original,TRUE,0.12943649668267773,2,updated,-0.9522880637345,0.12943649668267773,1.0817245604171777,0,shared
IL13@Condition:AT CC16Lu&Duration:4 h@GSE43515.MicroArray.HG-U133A_2,IL13,1,-0.31132011421315275,2,original,TRUE,-0.07269132278874893,2,updated,-0.31132011421315275,-0.07269132278874893,0.23862879142440382,0,shared
IL13@Condition:AT CC16Lu&Duration:48 h@GSE43515.MicroArray.HG-U133A_2,IL13,1,0.8907714052980734,2,original,TRUE,1.1205890059760133,2,updated,0.8907714052980734,1.1205890059760133,0.22981760067793988,0,shared
EPO@Condition:CD34+ progenitor cells@GSE43624.MicroArray.GPL6102,EPO,1,0.9385694525748143,2,original,TRUE,0.1422367257758908,4,updated,0.9385694525748143,0.1422367257758908,-0.7963327267989235,2,shared
TNFA&Dose:10 ng/ml@Condition:human placental cytotrophoblasts&Duration:24h@GSE43685.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
LIF@Condition:Female hiPSC@GSE44044.MicroArray.GPL6480,LIF,1,-0.9980092631862926,2,original,TRUE,-1.7268532189140586,3,updated,-0.9980092631862926,-1.7268532189140586,-0.7288439557277661,1,shared
LIF@Condition:Female hiPSC@GSE44044.MicroArray.GPL14550,LIF,1,1.6496698775139886,2,original,TRUE,-0.6592619201444931,3,updated,1.6496698775139886,-0.6592619201444931,-2.3089317976584818,1,shared
IL27@Condition:Monocyte derived immature DCs@GSE44732.MicroArray.HuGene-1_0-st-v1,IL27,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IL27@Condition:CD14+ monocyte with MCSF@GSE44955.MicroArray.HuGene-1_0-st-v1,IL27,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
CCL28@Condition:hematopoietic stem- and progenitor cells (HSPCs)@GSE45136.MicroArray.HG-U133_Plus_2,CCL28,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
"IL25@Condition:ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)&Duration:24h@GSE45458.MicroArray.GPL13497",IL25,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
"IL33@Condition:ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)&Duration:24h@GSE45458.MicroArray.GPL13497",IL33,1,0.6416269452341572,4,original,TRUE,NA,NA,updated,0.6416269452341572,NA,NA,NA,original_only
"TSLP@Condition:ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)&Duration:24h@GSE45458.MicroArray.GPL13497",TSLP,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
"IL25@Condition:ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)&Duration:6h@GSE45458.MicroArray.GPL13497",IL25,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
"IL33@Condition:ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)&Duration:6h@GSE45458.MicroArray.GPL13497",IL33,1,0.4940965050827491,4,original,TRUE,NA,NA,updated,0.4940965050827491,NA,NA,NA,original_only
TGFB1&Duration:1h@Condition:HepG2@GSE45945.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:20m@Condition:HepG2@GSE45945.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:24h@Condition:HepG2@GSE45945.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:2h@Condition:HepG2@GSE45945.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:4h@Condition:HepG2@GSE45945.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA@Condition:CEM (T cell line)@GSE46599.MicroArray.GPL10558,TNF,1,-0.2999565105200098,1,original,TRUE,-0.2993538551729273,1,updated,-0.2999565105200098,-0.2993538551729273,6.026553470825369e-4,0,shared
TNFA@Condition:CEM-SS (T cell line)@GSE46599.MicroArray.GPL10558,TNF,1,-0.30978783663881454,1,original,TRUE,-0.3144700046695897,1,updated,-0.30978783663881454,-0.3144700046695897,-0.004682168030775147,0,shared
TNFA@Condition:HT1080 (fibrosarcoma cell line)@GSE46599.MicroArray.GPL10558,TNF,1,-0.5568145129777671,1,original,TRUE,-0.5580578929657556,1,updated,-0.5568145129777671,-0.5580578929657556,-0.0012433799879885132,0,shared
TNFA@Condition:Jurkat (T cell line)@GSE46599.MicroArray.GPL10558,TNF,1,-0.2683154719365911,1,original,TRUE,-0.2781771382627759,1,updated,-0.2683154719365911,-0.2781771382627759,-0.009861666326184793,0,shared
TNFA@Condition:PMA-THP-1 (PMA-treated monocytic cell line)@GSE46599.MicroArray.GPL10558,TNF,1,-0.14703391910440716,1,original,TRUE,-0.14585655902242786,1,updated,-0.14703391910440716,-0.14585655902242786,0.0011773600819793006,0,shared
TNFA@Condition:PMA-U937 (PMA-treated monocytic cell line)@GSE46599.MicroArray.GPL10558,TNF,1,0.870820716304082,1,original,TRUE,0.8525542128394362,1,updated,0.870820716304082,0.8525542128394362,-0.018266503464645756,0,shared
TNFA@Condition:THP-1 (monocytic cell line)@GSE46599.MicroArray.GPL10558,TNF,1,-0.11299257869113825,1,original,TRUE,-0.11756719658811175,1,updated,-0.11299257869113825,-0.11756719658811175,-0.0045746178969734985,0,shared
"TNFA@Condition:U87-MG (glioblastoma-astrocytoma, epithelial-like cell line)@GSE46599.MicroArray.GPL10558",TNF,1,-0.1081811005088288,1,original,TRUE,-0.1121538062388925,1,updated,-0.1081811005088288,-0.1121538062388925,-0.003972705730063697,0,shared
TNFA@Condition:U937 (monocytic cell line)@GSE46599.MicroArray.GPL10558,TNF,1,0.04507058204728285,1,original,TRUE,0.03510679546048605,1,updated,0.04507058204728285,0.03510679546048605,-0.009963786586796801,0,shared
IL2@Condition:CD45RA+&Duration:96h@GSE46903.MicroArray.GPL6947,IL2,1,3.15153205990154,2,original,TRUE,1.3347005669383845,3,updated,3.15153205990154,1.3347005669383845,-1.8168314929631557,1,shared
IFNA@Condition:Monocyte&Duration:1h@GSE46911.MicroArray.HG-U133A,IFNA1,1,10.510998344511526,1,original,TRUE,NA,NA,updated,10.510998344511526,NA,NA,NA,original_only
IFNA@Condition:Monocyte&Duration:24h@GSE46911.MicroArray.HG-U133A,IFNA1,1,7.376130054092735,1,original,TRUE,NA,NA,updated,7.376130054092735,NA,NA,NA,original_only
IFNA@Condition:Monocyte&Duration:2d@GSE46911.MicroArray.HG-U133A,IFNA1,1,10.172682681071292,1,original,TRUE,NA,NA,updated,10.172682681071292,NA,NA,NA,original_only
